text,label,label_id
I don't understand where this charge came from.,card_payment_not_recognised,25
When will my funds transfer?,transfer_not_received_by_recipient,0
So the transfer finally worked but now it's been pending for quite a long time. How long do you expect me to wait for it? It's quite urgent,pending_transfer,42
I recently bought an item using my card and I was charged an extra fee why is this?,card_payment_fee_charged,6
How can I fund another account with my American Express?,supported_cards_and_currencies,26
My passcode doesn't seem to be working,passcode_forgotten,7
I'd like to know why my top-up was canceled please.,top_up_reverted,75
What is not accepted in order for me to top up my account?,top_up_by_cash_or_cheque,23
Can I have a supplementary card?,getting_spare_card,49
Does this card work everywhere?,card_acceptance,67
I can't activate my card?,activate_my_card,74
"I did what you told me earlier and contacted the seller for a refund directly, but nothing is happening! It's been a week and I still haven't got anything. Please just give me back my money",Refund_not_showing_up,66
"If I am in China, can I still order a new card and if so, how?",card_about_to_expire,73
My bank statement doesn't show the cash deposit I made recently.,balance_not_updated_after_cheque_or_cash_deposit,53
how do I get a disposable virtual card?,get_disposable_virtual_card,37
Can I get a card outside the UK?,country_support,48
Am I allowed to use different currencies?,receiving_money,68
I was charged an extra pound for no reason. Why is that?,extra_charge_on_statement,62
Why did my top up get reverted?,top_up_reverted,75
What is the length of a transaction completion?,transfer_not_received_by_recipient,0
I would like to link my card to my account.,card_linking,50
What is identity check?,why_verify_identity,43
"My card payment is just showing up as pending since forever, what's going on with that, it should be going through at some point?",pending_card_payment,55
I think my card payment was reverted,reverted_card_payment?,28
I need to activate my card can you do that now?,activate_my_card,74
How can I lookup the source for my available money?,verify_source_of_funds,60
Can I have a refund?,request_refund,9
I need to move money from one of my other accounts to this one.,transfer_into_account,52
how do you determine your exchange rates because one of yours was off when i got cash,wrong_exchange_rate_for_cash_withdrawal,30
The terminal I paid at wouldn't take my card. Is something wrong?,contactless_not_working,34
Every ATM I visit is rejecting my card and I don't know why. There should be money on it. Can you check it to see if something is wrong or if I'm doing something wrong?,declined_cash_withdrawal,2
No Visa please. I want to continue with Mastercard.,visa_or_mastercard,69
What is the process of obtaining a disposable virtual card,get_disposable_virtual_card,37
I make payments for my place abroad using this account and since i use it so frequently I was wondering why did the fees increase suddenly rather than decreasing? I would think customers like me should receive incentives for using your service,transfer_fee_charged,32
I could not use my card in a store.,declined_card_payment,8
What is the top-up limit on my cards?,top_up_limits,5
I updated by balance with a cheque yesterday but it isn't showing on my account. Did something go wrong?,balance_not_updated_after_cheque_or_cash_deposit,53
Can you tell me why the card payment came back?,reverted_card_payment?,28
I would like to change the the PIN on my card.,change_pin,15
Where is the top-up card verification code?,verify_top_up,14
"It seems I've suddenly been charged for my recent ATM cash withdrawal. What's up with that? I though withdrawals are free, you never charged me so far!",cash_withdrawal_charge,70
I tried my PIN too many times and now my card won't work!,pin_blocked,27
Hello. I just noticed I was charged two times for a restaurant I visited this week. Can you reverse the additional charge?,transaction_charged_twice,20
The exchange rate was incorrect for this item I bought.,card_payment_wrong_exchange_rate,41
ATM apparently not working?  Couldn't access funds in my account?,declined_cash_withdrawal,2
How do I transfer funds directly from my credit card?,topping_up_by_card,59
My card was rejected,declined_card_payment,8
I have been charged two times for one transaction.,transaction_charged_twice,20
Why is the exchange rate on my card wrong?,card_payment_wrong_exchange_rate,41
I requested a refund for a large order the other day and don't think I received the funds. Can you tell me if you see them or not?,Refund_not_showing_up,66
How does your app transfer the money,transfer_into_account,52
Do I need to set a limit on auto top-up?,automatic_top_up,58
I see a direct debit transaction in my history that I did not set up.,direct_debit_payment_not_recognised,33
Why do you need code verification for my top up?,verify_top_up,14
How would my friend be able to send me money?,receiving_money,68
Why would a card payment be declined?,declined_card_payment,8
I need to find out where the card is that I ordered.,card_arrival,36
Where is the top-up verification code located?,verify_top_up,14
I need to create several disposable cards per day.,disposable_card_limits,22
How does a US resident go about acquiring a new card?,country_support,48
My friend would like to send me money. What are the options available to them?,receiving_money,68
How long will it be to get this new card?,card_arrival,36
Why did you charge me a fee when I made a transfer?,transfer_fee_charged,32
Where can my card be used?,card_acceptance,67
I can't get the card itself to work.,card_not_working,51
Exchange rate for my cash withdrawal is wrong,wrong_exchange_rate_for_cash_withdrawal,30
I noticed the currency exchange rate was incorrect after paying for something in a foreign country.,card_payment_wrong_exchange_rate,41
What do I do if my phone is stolen?,lost_or_stolen_phone,44
I moved and would like to change my address.,edit_personal_details,31
"I want to add money but don't know what currencies you accept, can you tell me?",supported_cards_and_currencies,26
"I would like to give another card to my daughter, how can I proceed?",getting_spare_card,49
I can't get cash from the ATM!,declined_cash_withdrawal,2
Can I change my PIN without going to a bank?,change_pin,15
My credit card was declined.,declined_card_payment,8
I made a mistake and need to cancel a transfer.,cancel_transfer,65
"If I get a transfer from Europe, how long until it is in my account?",transfer_timing,19
The refund I asked for isn't showing up,Refund_not_showing_up,66
Can you tell me what cards and currencies you support?,supported_cards_and_currencies,26
Is there something wrong with the ATM? It would not let me pull cash out of my account.,declined_cash_withdrawal,2
What are the acceptable currencies for adding funds?,supported_cards_and_currencies,26
The app says that I got cash in an ATM and I didn't,cash_withdrawal_not_recognised,46
how does a virtual card work,get_disposable_virtual_card,37
How do i set up auto top-up?,automatic_top_up,58
My new landlord is a lier and is trying to rip me off by saying I've not paid my rent when I have paid my rent.  What is going on?  They say the money hasn't got to them but I see it going out of my account.  Can you check that the money went to the right place?,transfer_not_received_by_recipient,0
I don't know where my phone is.,lost_or_stolen_phone,44
"I want to buy cryptocurrency, but your app doesn't let me. Why?",beneficiary_not_allowed,63
What do you need for my identity check?,verify_my_identity,11
How long to UK transfers usually take? I made a transfer but it didn't pop up in my history yet. I just want to make sure it went through.,balance_not_updated_after_bank_transfer,3
If I exchange currencies on a frequent basis can I receive a discount?,exchange_charge,13
My card never arrived.,card_arrival,36
My account shows I made a debit payment to someone that I can't recall and would like to find out who the payment was made to.,direct_debit_payment_not_recognised,33
"I attempted to top up using my card, but now the money just disappeared?",topping_up_by_card,59
"If my top-up didn't transfer, what went wrong?",top_up_reverted,75
My card couldn't pay in a shop.,declined_card_payment,8
The app is having trouble verifying my identity.,unable_to_verify_identity,76
I was at an ATM and it swallowed my card.,card_swallowed,57
Are my friends able to add funds to my account?,topping_up_by_card,59
What can I do if I lost my card?,lost_or_stolen_card,38
"I tried to make a transfer, but it was declined. Can you tell me why?",declined_transfer,4
I need urgent help. I realize I sent my payment to the wrong account number. I made a typo. Please cancel the transfer now. There isn't an option from the app.,cancel_transfer,65
How can I get money in my home currency while I'm traveling internationally? I wanted to take it out of a local ATM but am worried that I will get charged extra fees.,wrong_exchange_rate_for_cash_withdrawal,30
Am I able to get a second card?,getting_spare_card,49
I want to transfer money using my credit card.,topping_up_by_card,59
how do I link a card I already have?,card_linking,50
I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?!,card_payment_not_recognised,25
How does one send me money?,receiving_money,68
Can an apple watch be used to tup-up?,apple_pay_or_google_pay,61
My passcode was denied.,passcode_forgotten,7
Some idiot stole my card.,lost_or_stolen_card,38
My refund isn't going fast enough.,Refund_not_showing_up,66
Will any ATM's decline my card?,atm_support,64
What is the fee if I use a European bank for a top up?,top_up_by_card_charge,16
why does my statement contain an extra fee?,extra_charge_on_statement,62
Can I use my account without verifying my identity?,why_verify_identity,43
How long after a failed topup will funds refurn to account,pending_top_up,71
Is there a reason my top-up has been cancelled?,top_up_reverted,75
Are there any charges for using a bank card to top up,top_up_by_card_charge,16
I want to use my account before identity verification,why_verify_identity,43
I don't remember my code to get into the app.,passcode_forgotten,7
I paid with my card so so why was I charged a transaction fee?,card_payment_fee_charged,6
I think my top up was reversed.,top_up_reverted,75
I'm really upset because I made a typo during a transfer and now I've sent money to the wrong account.  I can't fix this with the app.  Please help me immediately!,cancel_transfer,65
What do I have to do to get a Visa card?,visa_or_mastercard,69
Why can't I complete the transfer?,failed_transfer,17
I don't know what to do. Should I transfer funds. My account is out of money.,transfer_into_account,52
"Someone is using my card to purchase flights to New York it's not me because I'm not going to New York, please can you cancel the card and refund the money?",cash_withdrawal_not_recognised,46
I made a purchase with my card and I was charged a fee for using it,card_payment_fee_charged,6
Is the fee with my cash withdrawal a mistake?,cash_withdrawal_charge,70
I just had a look at my statement. Why have I been changed for using the ATM?,cash_withdrawal_charge,70
Hello I changed my mind and really need a refund on something I bought recently. Can you please cancel the transaction and get me my money back. Please it's urgent.,request_refund,9
how to change name on account,edit_personal_details,31
I made a purchase and was charged at the wrong foreign exchange rate.,card_payment_wrong_exchange_rate,41
What is the maximum for auto top-up?,automatic_top_up,58
Where are my funds coming from? I need to know.,verify_source_of_funds,60
What do I do about a debit on my account that I didn't make?,direct_debit_payment_not_recognised,33
Is topping up unlimited?,top_up_limits,5
My google top-up pay is not going through,apple_pay_or_google_pay,61
"I found the card that I thought I lost, and I would like to reactivate it.",card_linking,50
Why am I being charged a fee for using my card? If there is some print out of places that charge me can you please send me that?,card_payment_fee_charged,6
How can my new card be renewed?,activate_my_card,74
Why doesn't it show that I did a balance transfer?,balance_not_updated_after_bank_transfer,3
Can I receive my salary in a currency other than what it is deposited in?,receiving_money,68
What is the maximum number of transactions I can do with a disposable card?,disposable_card_limits,22
"I've use this account all the time, including over this past month, to pay for things from my new place abroad. I'm a really good customer, so why do I suddenly have new fees? I should be rewarded instead of charged more fees.",transfer_fee_charged,32
Does it cost extra to exchange currencies?,exchange_charge,13
Is it possible to top up using a cheque?,top_up_by_cash_or_cheque,23
Can I check to see where the funds came from?,verify_source_of_funds,60
No refund showing in my statement.,Refund_not_showing_up,66
Why is my card payment still pending? It should have gone through already.,pending_card_payment,55
Can you tell me how do I get a card?,order_physical_card,35
Do I get charged if I get money?,top_up_by_bank_transfer_charge,56
I think the exchange rate for the cash I withdrew wasn't correct.,wrong_exchange_rate_for_cash_withdrawal,30
I can't figure out how to unblock my pin number. Can you help me?,pin_blocked,27
Why hasn't my payment shown up yet?,pending_card_payment,55
Why did it decline my payment?,declined_card_payment,8
I need to transfer something to China. It is urgent. How many days will it take to get there?,transfer_timing,19
My app says I withdraw money from my account from an ATM.,cash_withdrawal_not_recognised,46
I'm unsure of a withdrawl in my statement.,cash_withdrawal_not_recognised,46
I would like to know what exchange rates you use?,exchange_rate,29
The currency exchange rate was wrong for a purchase I made.,card_payment_wrong_exchange_rate,41
It seems I was overcharged when I used an ATM while on vacation. If I knew about your fees in advance I sure would have gone somewhere else.,wrong_exchange_rate_for_cash_withdrawal,30
When will my transfer come through?,balance_not_updated_after_bank_transfer,3
Why was the payment on my card declined?,declined_card_payment,8
What should I do if I lost my phone?,lost_or_stolen_phone,44
What's up with the fee for getting cash?,cash_withdrawal_charge,70
I have a transaction showing up more than once.,transaction_charged_twice,20
"I transferred money to a receiver within the EU and they received a lesser amount than expected.  Now I will have to send additional money to the receiver in order to make up the difference.  I'm not sure what went wrong, can you please advise?",transfer_fee_charged,32
Why did I have to pay an additional amount when using my card to pay?,card_payment_fee_charged,6
Do I have a $1 extra fee on the statement?,extra_charge_on_statement,62
"I'm not sure why my card payment was cancelled, can you find out why?",reverted_card_payment?,28
Do I need to do anything? My phone was stolen yesterday.,lost_or_stolen_phone,44
I'm still waiting on my card to be delivered.,card_arrival,36
How long would does it take for a seller to receive an EU transfer if I bought something from them and sent them the money immediately?,pending_transfer,42
I am not happy with your service and request that my account be terminated!,terminate_account,39
There is a transaction from my account that I don't recognize can you trace back the information so I can make sure it's something I did or not?,direct_debit_payment_not_recognised,33
I think my card payment has been stopped,reverted_card_payment?,28
Is it free to send out more cards?,getting_spare_card,49
Can I auto-top up?  How do I do it?,automatic_top_up,58
What happens if a merchant doesn't accept a payment?,reverted_card_payment?,28
how come the verification with the top up,verify_top_up,14
"How long does a transfer to another country normally take? I check over and over again and see that my transfer is still pending. It's 2018, nothing should take this long. I have confirmed my account information, so there is no error. What is the hold up?",pending_transfer,42
Where can I find out how to transfer money into my account.,transfer_into_account,52
What is the minimum age limit?,age_limit,72
I want to order a card. Where do you deliver to?,order_physical_card,35
Why am I being asked to have an identity check,why_verify_identity,43
"I did a top-up, but I'm not seeing it in my wallet yet.",topping_up_by_card,59
How can I get the cash deposit to show up on my account?,balance_not_updated_after_cheque_or_cash_deposit,53
How do I transfer money into my account?,transfer_into_account,52
Can I reactivate my card? I reported it lost and found it this morning in my jacket.,card_linking,50
is there a way i can see source of money?,verify_source_of_funds,60
My transfer is still coming up as pending.,pending_transfer,42
"The ATM charged me an extra fee, Why?",cash_withdrawal_charge,70
The app reverted the payment I made.,reverted_card_payment?,28
Why can't I see my top up?,topping_up_by_card,59
I was charged the wing amount for an item.,card_payment_wrong_exchange_rate,41
Is it possible to get both a Visa and a Mastercard?,visa_or_mastercard,69
A withdrawal is showing that I don't recognize,cash_withdrawal_not_recognised,46
How do you top up with a cheque?,top_up_by_cash_or_cheque,23
Is it possible to purchase more physical cards with my account?,getting_spare_card,49
I am unable to use my card.,card_not_working,51
how do i get a virtual card?,getting_virtual_card,10
MY transfer has still not appeared.,balance_not_updated_after_bank_transfer,3
"The wrong amount of cash came out of the ATM today when I went to withdraw. When I looked at the app, it was showing it was much more.",wrong_amount_of_cash_received,45
Says my transfer can't be completed?,failed_transfer,17
My non-physical card will not work,virtual_card_not_working,40
"Hi there, I came across a problem with my top up and my money is missing, was there a system error?",top_up_reverted,75
What are disposable virtual cards?,get_disposable_virtual_card,37
show me how to transfer to my account,transfer_into_account,52
Can I add money automatically to my account while traveling?,automatic_top_up,58
How do I revert a transaction?,cancel_transfer,65
My transfer to beneficiary didn't go through,beneficiary_not_allowed,63
I want to top up my account. Can I do it with Google Pay?,apple_pay_or_google_pay,61
Help me verify my identification.,unable_to_verify_identity,76
Can I use my American Express card to add money into my account?,supported_cards_and_currencies,26
"I recently transferred some cash, but the balance has not changed.",balance_not_updated_after_bank_transfer,3
How do I do an international transfer?,transfer_into_account,52
My card rejected a cash withdrawal. Why?,declined_cash_withdrawal,2
My password doesn't work.,passcode_forgotten,7
Can I use this app to change money?,exchange_via_app,21
"i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer.",transfer_not_received_by_recipient,0
"I'd like to get a refund for something I bought, is that possible?",request_refund,9
There is a payment I don't recognise!,direct_debit_payment_not_recognised,33
"I did not receive my purchase, how do I cancel it?",request_refund,9
"If I lost my phone, how can I stop someone from accessing my account through the app?",lost_or_stolen_phone,44
"Hi, I'm in progress of purchasing a flat and am trying to make to make a payment.  An error is appearing, and I need assistance.",failed_transfer,17
Am I allowed to hold money in multiple currencies?,fiat_currency_support,24
My card didn't go through.  It doesn't make sense.  You told me that everything was ok.,declined_card_payment,8
I have an incorrect charge and would like a refund.,request_refund,9
"I want to get some cash from the ATM using my card but I dont want to be charged any fees. Ive taken some money out before with no fees, but recently Ive been getting charged. Why?",cash_withdrawal_charge,70
"left my phone at hotel, cant use app",lost_or_stolen_phone,44
How was I charged extra when I used my card to pay?,card_payment_fee_charged,6
I have a confusing payment appear on my statement and I don't recognise it!,card_payment_not_recognised,25
"I deposited cash this morning, but it is not yet available.",balance_not_updated_after_cheque_or_cash_deposit,53
Tell me how many transactions I can do with a disposable card.,disposable_card_limits,22
Can you please help me in canceling my order.,request_refund,9
There is a vendor name I don't recognize on a payment from my account. I don't think I made this payment.,card_payment_not_recognised,25
I tried to make a transfer and it was declined. Why?,declined_transfer,4
I tried to get cash out of the ATM but it is taking too long,pending_cash_withdrawal,1
What ATM machines allow this card?,atm_support,64
I am not able to purchase anything online! I have been using my card on multiple sites over a period of two weeks and none of the payments have gone through. Why is this happening?,reverted_card_payment?,28
what does pending mean?,pending_card_payment,55
can the delivery be specific to my needs?,card_delivery_estimate,12
Will filling stations accept my card?,card_acceptance,67
What is the function of the identity check,why_verify_identity,43
Is there a way to set up an auto top-up?,automatic_top_up,58
What locations are you in?,country_support,48
atm ate my card,card_swallowed,57
How long will it take to transfer something from China?,transfer_timing,19
The app won't identify me.,unable_to_verify_identity,76
I withdrew some cash and the exchange rate seems to be wrong.,wrong_exchange_rate_for_cash_withdrawal,30
What's the cost for exchanges?,exchange_charge,13
"I was charged a transfer fee, why is that?",transfer_fee_charged,32
I thought crypto top up with something you offered and it does not appear that it's working even though the money has disappeared out of my account. Can you tell me what's going on?,top_up_reverted,75
"I tried to add a topup to my account but the money isn't there, anymore. Did I do something wrong?",top_up_reverted,75
How do I report fraud on my card?,compromised_card,18
"If I want to topup by card, how do I do it?",supported_cards_and_currencies,26
Can I use Apple Pay to top-up?,apple_pay_or_google_pay,61
Please tell me why the purchase I made online returned payment. I really wanted this item and I've been trying for 2 weeks.,reverted_card_payment?,28
How can I dispute a direct debit charge on my account?,direct_debit_payment_not_recognised,33
Will my GPB update my salary,receiving_money,68
Why hasn't my card payment cleared yet?,pending_card_payment,55
There's a direct debit I wish to dispute,direct_debit_payment_not_recognised,33
I did a transfer but the balance is the same.,balance_not_updated_after_bank_transfer,3
I have a new card. How do i top it up?,topping_up_by_card,59
How is my ATM deposit not available yet?,pending_cash_withdrawal,1
Oh no!  I lost my card!  Help!,lost_or_stolen_card,38
Has my card been lost in delivery?,card_arrival,36
My app shows some cash I didn't get.,cash_withdrawal_not_recognised,46
What's the deal? My card was just denied for top up. Why is it not going through?,top_up_failed,54
I have a question regarding the PIN of the card?,get_physical_card,47
Why isn't the transferred money there?,balance_not_updated_after_bank_transfer,3
Help me locate the nearest ATM.,atm_support,64
I'm not okay with this fee on my statement.,extra_charge_on_statement,62
What value can I get for my currency?,exchange_rate,29
Can you tell my why my card payment has been reverted.,reverted_card_payment?,28
Will any business take this card?,card_acceptance,67
I sent money about 5 days ago and the recipient has not received the money yet.,transfer_not_received_by_recipient,0
Do I need a disposable card?,get_disposable_virtual_card,37
I need to update my demographics.,edit_personal_details,31
Do you know what the restriction of the disposable cards are?,disposable_card_limits,22
How can I link my bank to my top up account?,transfer_into_account,52
"I made a transfer and the receiver said they haven't actually received the right amount, but it's a bit less. Now I have to transfer more money to make up for the missing bit. Can you please alert me about this, what has been going on?",transfer_fee_charged,32
Please delete my account now.,terminate_account,39
I've made a transfer from France two days ago but I was wondering if international transfers take longer to arrive because it hasn't made it yet.,balance_not_updated_after_bank_transfer,3
"I don't understand what a disposable virtual card is, can you help?",get_disposable_virtual_card,37
Why did my top-up not go through?,top_up_reverted,75
How do I get selected for a visa card?,visa_or_mastercard,69
The payment on my card shows as pending.,pending_card_payment,55
Why is it saying I have a pending payment?,pending_card_payment,55
Is it possible to exchange currencies using the app?,exchange_via_app,21
I still don't have my pin.,get_physical_card,47
Where can I go to get my PIN unblocked?,pin_blocked,27
I have been charged a fee for paying with card,card_payment_fee_charged,6
I'm still expecting the transaction to be finished,transfer_not_received_by_recipient,0
My refund is missing,Refund_not_showing_up,66
My statement indicates I made a payment to an unfamiliar merchant.,card_payment_not_recognised,25
I checked my account today and it said I was out of money. How do I transfer money into my account?,transfer_into_account,52
Can i change my PIN at the ATM?,change_pin,15
Why was a payment I made reverted?,reverted_card_payment?,28
I was attempting to top up with my card but the money has vanished!,topping_up_by_card,59
"When I got my cash, the amount was not what it should have been, based on the exchange rate.",wrong_exchange_rate_for_cash_withdrawal,30
Can I use a disposable virtual card for any purchase?,get_disposable_virtual_card,37
I paid with a card and there is an extra charge. Why?,card_payment_fee_charged,6
How do I edit my personal details?,edit_personal_details,31
Are there limits to top-ups?,top_up_limits,5
There is a direct debit payment on my account that I didn't authorize.,direct_debit_payment_not_recognised,33
Will it automatically top-up if there isn't much money left?,automatic_top_up,58
My product was faulty.,request_refund,9
Help me check where the funds came from.,verify_source_of_funds,60
Is there a disposable virtual card?,get_disposable_virtual_card,37
Is there a way to get a virtual card?,getting_virtual_card,10
Please tell me how to get a card if I reside in the US.,country_support,48
I have a fee and I don't know why,card_payment_fee_charged,6
Will my new card work outside of the EU?,country_support,48
Would I need to pay extra for currency exchanges?,exchange_charge,13
I just purchased a disposable virtual card. Am I able to use it for online purchases immediately?,get_disposable_virtual_card,37
"I normally have no issues making transfers, so why am I suddenly being told it is not possible?",beneficiary_not_allowed,63
"For SEPA transfers, what kind of charge will be applied?",top_up_by_bank_transfer_charge,56
I used my card to top up but it's saying it is still pending. What does this mean?,pending_top_up,71
Do I get charged if I top up with my European bank card?,top_up_by_card_charge,16
I haven't received the money from the check I deposited.,balance_not_updated_after_cheque_or_cash_deposit,53
"My phone was stolen, what do I do?",lost_or_stolen_phone,44
My transfer says pending. What does that mean?,pending_transfer,42
Why did I have to pay extra because I paid with my card?,card_payment_fee_charged,6
How can i make my card active?,activate_my_card,74
I have a strange direct debit in my statement,direct_debit_payment_not_recognised,33
How do I validate my identity.,verify_my_identity,11
how come my withdrawal rate is wrong for my cash withdrawal,wrong_exchange_rate_for_cash_withdrawal,30
Are SWIFT transfers accepted?,top_up_by_bank_transfer_charge,56
What documents do I need for the identity check?,verify_my_identity,11
There's a payment with my card that I didn't perform. I don't know that name shown.,card_payment_not_recognised,25
I made a transaction but did it to the wrong account.,cancel_transfer,65
Can I check my recent refund in my statement?,Refund_not_showing_up,66
What top up charges are there for US cards?,top_up_by_card_charge,16
Why is my refund not visible on my statement?,Refund_not_showing_up,66
Can I get my salary through this?,receiving_money,68
What is the strange cash withdrawal on my statement?,cash_withdrawal_not_recognised,46
I wasn't able to use my top up card because the money I put on there wasn't there anymore,topping_up_by_card,59
The hotel called and said I left my phone in the room.,lost_or_stolen_phone,44
The ATM wouldn't let me withdraw cash.,declined_cash_withdrawal,2
My rate of exchange was wrong.,card_payment_wrong_exchange_rate,41
I made a transfer the day before yesterday within this country. It is still not showing up at all. I have double-checked and the account number is certainly right. I've actually type this multiple times. can you look into what is going on here?,transfer_not_received_by_recipient,0
Can you explain what this random $1 charge is?,extra_charge_on_statement,62
How can I cancel a transfer?,cancel_transfer,65
How do I send my account money through transfer?,transfer_into_account,52
Help! I just realised someone has apparently withdrawn money using my card! It's from some odd remote town where I definitely haven't been. Please freeze it immediately!,cash_withdrawal_not_recognised,46
Can I transfer something urgently from China? How long does it take?,transfer_timing,19
What does it mean by pending payment?,pending_card_payment,55
My payment card was declined - could you tell me why?,declined_card_payment,8
How do I change my last name?,edit_personal_details,31
I didn't receive the correct exchange rate when I got cash.,wrong_exchange_rate_for_cash_withdrawal,30
Why did you charge me extra?,extra_charge_on_statement,62
"I received a fee for obtaining cash, is this correct?",cash_withdrawal_charge,70
"My card has not arrived yet, where is it?",card_arrival,36
I want to change my personal details.,edit_personal_details,31
I didn't receive the correct amount of cash,wrong_amount_of_cash_received,45
What if there is an error on the exchange rate?,card_payment_wrong_exchange_rate,41
"Can you please assist me in Apple Pay, in getting Top Up to work?",apple_pay_or_google_pay,61
What is this fee debit on my account?,extra_charge_on_statement,62
I wish to remove my account.,terminate_account,39
Are you able to guide me to my card's location?,lost_or_stolen_card,38
What foreign exchange rate will you use?,exchange_rate,29
The refund has not appeared in my account,Refund_not_showing_up,66
Could you please help me figure out why the seller has not received their money after I sent it.,pending_transfer,42
How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten.,wrong_amount_of_cash_received,45
Please tell me how to get a refund for something I bought.,request_refund,9
How long should a cheque deposit take to show? My account hasn't updated and I want to make sure everything is okay.,balance_not_updated_after_cheque_or_cash_deposit,53
What countries can I use the card in?,country_support,48
I exchange my currency quite a bit.  Do I get an exchange price break?,exchange_charge,13
Tell me your opinion on the exchange rate.,exchange_rate,29
How do I verify my identity online,verify_my_identity,11
How soon will my balance be updated to reflect my transfer?,balance_not_updated_after_bank_transfer,3
I want to revert this mornings transaction.,cancel_transfer,65
I have a duplicate payment showing,transaction_charged_twice,20
There is a card payment I'm not familiar with.,card_payment_not_recognised,25
"There is an incoming payment into my account, but it is deactivated. Will they still be processed?",fiat_currency_support,24
What are the countries you operate in.,country_support,48
Can I get a card in the EU?,country_support,48
"There are a couple payments with my card shown in the app that i really make myself. What's going on with this, maybe someone has access to my card?!",card_payment_not_recognised,25
I was recently charged for withdrawing money from my bank ATM. How can that be possible when I haven't been charged for using it before?,cash_withdrawal_charge,70
where exactly does money come from,verify_source_of_funds,60
What are the rules for a top-up?,top_up_limits,5
Can you tell me why I was charged $1 for a transaction?,extra_charge_on_statement,62
Why did you guys charge me an extra €1?,extra_charge_on_statement,62
Where do I verify my identity?,verify_my_identity,11
I need to change my data.,edit_personal_details,31
Explain why my card payment wouldn't go through.,declined_card_payment,8
Please terminate my account.,terminate_account,39
Is my country supported,country_support,48
What businesses accept my card?,card_acceptance,67
Any place that takes Mastercard would be fine.,card_acceptance,67
Do you know why my card payment is declined?,declined_card_payment,8
How can I get a refund for a purchase?,request_refund,9
Why does my statement show a $1 charge on my account?,extra_charge_on_statement,62
Why did I get charged for a transfer?,transfer_fee_charged,32
A payment in my account was made by someone I don't know,card_payment_not_recognised,25
when will i receive a US transfer,transfer_timing,19
I have a card payment that has been pending for some time and would like to know when it is going to go through.,pending_card_payment,55
Where is the PIN for my card located?,get_physical_card,47
How to I close my account?,terminate_account,39
"I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made?",transfer_not_received_by_recipient,0
"Although I am not located in the UK area, may i still receive a card?",country_support,48
I got charged twice with a duplicate card. How do I resolve this?,transaction_charged_twice,20
I need a list of currencies you accept for exchange.,fiat_currency_support,24
Why is the purchase I made this morning still pending?,pending_card_payment,55
I wasn't charged the correct exchange rate for an item I purchased.,card_payment_wrong_exchange_rate,41
how much to get my card in 2 days?,card_delivery_estimate,12
Where is the nearest Mastercard ATM?,atm_support,64
Tell me why my transfer was declined.,declined_transfer,4
Can I reset my password?  I don't know what it is.,passcode_forgotten,7
Can you change the rate for the item I bought in a different currency as it is wrong?,card_payment_wrong_exchange_rate,41
When will my top-up be completed?,pending_top_up,71
I use this card all the time so why did it get declined at the store today?,declined_card_payment,8
why did i get declined transfer,declined_transfer,4
I noticed an extra pound charge?,extra_charge_on_statement,62
Why is my top-up showing as reverted?,top_up_reverted,75
Can I get both a Visa and a Mastercard from you?,visa_or_mastercard,69
I didn't make a payment that shows in my app.,card_payment_not_recognised,25
What is the $1 transaction on my account?,extra_charge_on_statement,62
What is the maximum number of transactions that I can put on a disposable card?,disposable_card_limits,22
Why isn't my cash deposit showing up in my account? I deposited it this morning.,balance_not_updated_after_cheque_or_cash_deposit,53
I have no idea why there is a dollar that has been charged to my account.,extra_charge_on_statement,62
Do you have an auto top-up option?,automatic_top_up,58
Is there anyway to use a cheque to top up?,top_up_by_cash_or_cheque,23
How do I verify the top-up?,verify_top_up,14
How old do my kids have to be use this?,age_limit,72
Whats the limit on my top up,top_up_limits,5
Why did my card payment not work?,declined_card_payment,8
Can I add funds to the card directly from my bank account?,transfer_into_account,52
I think someone is using my card without my permission!,compromised_card,18
cash from this morning has not deposited,balance_not_updated_after_cheque_or_cash_deposit,53
Could I chose the date to have it delivered?,card_delivery_estimate,12
The amount of cash i have received is not correct.,wrong_amount_of_cash_received,45
Where do I find my code to verify my top-up card?,verify_top_up,14
I can't see a transfer to my account I made.,balance_not_updated_after_bank_transfer,3
I have been charged twice for the same thing!,transaction_charged_twice,20
Why have I received a rebate for my payment after a week?,reverted_card_payment?,28
How can I find out where my contactless works?,contactless_not_working,34
This isn't fair! I thought transfers could be made for free. I just made  a purchase online from abroad and now see some strange fee that I've never seen before.,transfer_fee_charged,32
I want a refund,request_refund,9
I prefer mastercard.,visa_or_mastercard,69
What are the cards and currencies that you support?,supported_cards_and_currencies,26
Does Google Play have an app to Top up?,apple_pay_or_google_pay,61
I thought I would have received my new card at this point.,card_arrival,36
"Something is wrong, my top-up is gone and I don't know what happened to my money.",top_up_reverted,75
When I topped up the app reverted it.,top_up_reverted,75
Is there a way to reset my passcode?,passcode_forgotten,7
Can i get a single use virtual card,get_disposable_virtual_card,37
The app will not let me into my account.,unable_to_verify_identity,76
